Ward No,SubWard,Locality Names
93,,"Kumarapark East, Vasanth Nagar, RV Layout, Annayappa block, Kaverappa Layout,"
,,
,,
,,
94,,"Seshadripuram, Ramakrishna Layout, Nehru Nagar, VV Giri Colony, Bangalore City, Kempegowda bus Stand, RK Puram, Gandhinagar, Upparpet"
,,
,,
,,
95,,"Jai Bhimanagar Slum, Swatantra Nagra, PNR nagar, Srirampuram, Vivekanada Nagar, Hanumanthappa colony, Shastri Nagar, Railway station, Subhash Nagar"
,,
,,
,,
96,,"Ramachandrapura, Hanumanthapura, Okalipuram, Kasturi Nagar"
,,
,,
,,
97,,"Yarappa Block, Ambedkar Nagar, Venkateshwra AK Colony, Ramakrishna Seva Nagar, Dayananda Nagar."
,,
,,
,,
98,,Prakashnagar
,,
,,
,,
99,,"Adaranha Layout, Indira Nagar, Manjunath Nagar, Basaveshwara Nagar, KEB Quaters, Rajajinagar 2nd block"
,,
,,
,,
100,,"LIC colony, Manjunath Nagar 3rd stage, Saneguruvanahalli, Basaveshwara Nagar (P)"
,,
,,
,,
101,,"BEML Layout, West of Chord Road I Stage, Meenakshi Nagar, Cauvery Nagar, KHB Colony, AK Colony, Ashtagrama"
,,
,,
,,
102,,"Kamala Nagar, Channigappa Layout, Sanakki Bayalu, Vrishabha Nagar, Vinayaka Nagar, Kamakshipalya, Maruthi Nagar."
,,
,,
,,
103,,"Kamakshipalya Industrial Estate, Pete Chennappa Industrial Estate, Kaveri Nagar, Priyadarshini Layout, Ranganathpura, HVR Layout, Syndicate Bank Colony, Prashanth Nagar Colony, Sampige Layout, Rajiv Nagar, Srishaila Nagar, Muneswara Nagar, Pattigara Palya, Saraswathi Nagar"
,,
,,
,,
104,,"Prashanth Nagar, Corporation Colony, BMP Colony, Govindaraja Nagar, Magadi Chord road Layout, Thimmenahalli, CHBS Layout, Binni Layout, Vijaya Nagar 1st Stage"
,,
,,
,,
105,,"Indira Colony, West of Chord road 4th Stage, Agrahara Dasarahalli, Oddarapalya (P)"
,,
,,
,,
106,,"Rajaji Nagar Industrial town, Oddarapalya (P), Rajaji Nagar 6th block, Police Colony"
,,
,,
,,
107,,"Shivanagar, Bovi Colony, West of Chord road 6th Phase, Maha Ganapathi Nagar, Rajaji Nagar 3rd Block"
,,
,,
,,
108,,"Rajaji Nagar IV Block, Rajaji Nagar V Block,  Rajaji Nagar VI Block (P), Jedehalli, 4M block SSI Industrial area, Bashyam Nagar, Gobbanna Industrial area"
,,
,,
,,
109,,"Akkipete (P), Sowrashtrapete, Balepete, Chickpete, Anchepete, Huriupete, Mamoolpete, Ballapurpete, Cubbonpete, Ramanpete, K G Extension"
,,
,,
,,
110,,"Sampangiram Nagar, Police quarters, Sampangiram Nagar extension, Cubbon Park, Vidhana Soudha, Shivaji Nagar (P), Commercial Street"
,,
,,
,,
111,,"Shantala Nagar, Ashok Nagar, MEG area, Elagondanapalya, KSRP quarters, Victoria Layout, Austin Town, Xavier Layout, Langford Gardens, Akkitimmanahalli."
,,
,,
,,
112,,"Indira Nagar, Dhupanahalli, Domblur, Domlur 1st Stage, Someshwarapura Layout"
,,
,,
,,
113,,"Corporation Colony, Muniyellappa Graden, Rustum Bhag Layout, Rustum Bhag, N R Layout, Murgesh Palya, K R Garden, Vinayaka Nagar, Manjunath Layout, Sowmya Layout, Air View Colony, Raviprakash Nagar, MES Colony, Konena Agrahara, Ramagiri Nagar, Sriram Nagar, Amnamma Layout, Muniyappa Layout, Cauvery Nagar, BDA Colony, Nanjappa reddy colony,"
,,
,,
,,
114,,"Ulsoor, Cambridge layout, Jeevan Kendra Layout, Goutampuram, Defence Area, Agram farm, Jayaraj Nagar, Victoria Layout, Maya Bazar, Police quarters, BDA flats
 "
,,
,,
,,
115,,"Vannarpet, Viveknagar, Sonenahalli, Ambedkar Nagar, Austin town, Abbayya Garden, Rose Garden, Muniyamma Garden"
,,
,,
,,
116,,"Nilasandra, Anepalya (P), Dr. Ambedkar Nagar, Muniswamy garden, Munigowda garden
 "
,,
,,
,,
117,,"Shanthi Nagar, Richmod Town,Langford Town, Anepalya (P), Vinayaka Nagar, KSRTC quarters  (P), B & C Colony, Lakshminyamma Garden, Jalakanteshwara Nagara, Muniswamy Garden."
,,
,,
,,
118,,"Rajaram Mohanroy extension, Srinivas Colony, Vinoba Nagar, Sudham Nagar (P), Kalasipalya (P)"
,,
,,
,,
119,,"Ganigarpete, Halsurpete, Kumbara Gundi, Kalasipalya Market, Kalasipalyam, New Bamboo Bazar, Nagarathpete."
,,
,,
,,
120,,"Aswath Nagar, Keshav Nagar, Nagamma Nagar, SBI staff quarters, Akkipete (P), Sultanpete, Manavathipete, Cottonpete"
,,
,,
,,
121,,"Binnipete, Gopalapura (P), Kempapura Agrahara (P)
 "
,,
,,
,,
122,,"Kempapura Agrahara (P), Mariyappana Palya"
,,
,,
,,
123,,"Vijayanagar, Hosahalli Extension (P), Cholurpalya, Vidyaranya Nagar, Manjunath Nagar"
,,
,,
,,
124,,"Hosahalli Extension (P), Hosahalli, Vijayanagar 1st stage, DOS colony, Binny Layout, Ambedkar Layout, Telecom Layout, Chevappa Garden, Krishnappa Layout"
,,
,,
,,
125,,"Amarjyothi Nagar, Saraswathi Nagar, Kanaka Nagar, Marenahalli"
,,
,,
,,
126,,"Madhura Nagar, Vinayaka Layout, GKW Layout, Vijayanagar (P), Canara Bank Colony"
,,
,,
,,
127,,"Panchasheela Nagar, Lakkappa Garden, Kurilingappa Garden, Annapurneshwari Nagar, Mudalapalya, Shantha Kaveri Gopala Nagar, Adarsha Nagar, Shakthi Nagar, Kalyana Nagar, Bairaveshwar Nagar"
,,
,,
,,
128,,"Chalukya Nagar, Hoysala Nagar, Nagarabhavi, Manasa Nagar, Madhura Nagar, Anand Jyothi Nagar, BDA Layout, Chandra Layout, Ahamad Nagar (P), Teachers colony, Gangodanahalli"
,,
,,
,,
129,,"Nagarabavi 2nd Stage, Gangamma Garden, Income Tax Layout 8th Block, Jayalakshmamma Layout, Veeranpalya, Benachiknapalya, Chandshekar Layout, Vishveshwaraiah Layout 9th Block, Byraweshwara Layout, Annapoorneshwari Nagar (P), Durga Parameshwari Layout Gowramma Layout, Obarappa Layout, Vidana Sabha Layout, Papa Reddy Palya, KHBS Layout, Kaadu Kudre Layout, Nagarabavi 2nd Stage 9th Block, Marilingappa Extension, Nagarabavi 2nd Stage 10th Block, Nagarabavi 2nd Stage 11h Block, Nagarabavi 2nd Stage 12h Block, NGEF Layout, Vinayaka Layout, Kengunta, MPM Layout, ITI Employees Layout, Jnana Jyothi Nagar, Balaji Layout, NGEF Layout, Sri Hari Layout, Tubsamma Layout, Muneshwar Nagar, Railway Layout (Bhavani Nagar), Bhavani Nagar 1st Block, Annapurneshwari Layout, Govt. Press Layout, Jnana Ganga Nagar, Govt. Employees Layout, Bangalore University campus, Jnana Bharathi 1st Block, Saptagiri Layout, Muttarayanna Stadium, Shanthi Sadana Layout, Forest Layout"
,,
,,
,,
130,,"Vishveshweraiah Nagar 6th Block, Ambedkar Nagar, Ullalu Upanagar, Upakar Layout, SMV 5th Block, SMV 4th Block, AGS Layout, SMV 3rd Block, Vinayaka Layout, Ghavipuram HBCS Layout, Jnanabharati Layout 2nd Stage, KPSC Layout, Subash Nagar, Jagajothi Nagar,  Bhuvaneshwari Nagar, Mariyappanpalya, Kalyan Housing Society Layout, RR Layout, Nagadevanahalli, Doddagollarhatti, Maruthi Nagar, SMV 1st Block, Sonnenahalli, Oddarapalya, Kengeri Satellite Town 3rd Stage (p),"
,,
,,
,,
131,,"Nayandahalli, Chandra Layout Extension, Chandra Layout II Stage, Metro Layout, Dr. Ambedkar Nagar"
,,
,,
,,
132,,"Dwaraka Nagar, Nisarga Layout, Maruthi Nagar, Bapuji Nagar, Basaveshwar HBCS Layout, Widia Layout, BHEL Township, Income Tax Layout, Attiguppe, Binny Mills Employees Colony, Agromar Layout, BCC Layout, Nethaji Layout, Laripalya"
,,
,,
,,
133,,"Hosahalli Extension, RPC Layout, Vijay Nagar 2nd Stage, Maruthi Nagar, Kavika Layout"
,,
,,
,,
134,,"Shamanna Nagar, Guddadahalli, Manjunath Nagar, Kuvempu Nagar, New Guddadahalli, Anatha Nagar, Bapuji Nagar, Chowdappa Layout"
,,
,,
,,
135,,"Arafat Nagar, Vinayaka Nagar, Jai Bharat Nagar, Jagjivanram Nagar (P), Padarayanapura"
,,
,,
,,
136,,"Devaraj Urs Nagar, Goripalya, Old Guddadahalli, Jagajivanaram Nagar (P)"
,,
,,
,,
137,,"Padarayanpura (P), Rayapuram, Ranganath Colony, Jagjivanram Nagar (P), CAR Police Quarters (P)"
,,
,,
,,
138,,"Sultan Nagar, Jai Bhumi Nagar, Anjanappa Garden, Siddharth Nagar, Doreswamy Nagar, Bhangi Colony, Cheluvadipalya, CAR Police Quarters (P), Giripuram."
,,
,,
,,
139,,"Cottonpete, Ranasinghpete, Old Tharagupete, K R Market, New Tharagupete, Tippu Nagar"
,,
,,
,,
140,,"Ramachandra Agrahar, Chamarajpet, Raghavendra Colony, Nanjamba Agrahara"
,,
,,
,,
141,,"Kasturba Nagar, Bhakta Markendeya Layout, Vittal Nagar, Adarsh Nagar, Azad Nagar, Madigarpalya."
,,
,,
,,
142,,"Vinayaka Extension, Kempegowda Nagar, Gandhi Bazar, Sunkenahalli, Shankarapuram"
,,
,,
,,
143,,"Chikkanna Garden, Parvathipura, Mavalli, Upparahalli, Lalbagh Botanical Garden, Visweshwarapuram, Lalbagh kere"
,,
,,
,,
144,,"Siddapura, Dayananda Colony, Arekempanahalli, Someshwar Nagar, NIMHANS campus"
,,
,,
,,
145,,"Sudhama Nagar, Hombegowda Nagar, Wilson Garden, NGO’s colony, Chinnayanapalya, Gupta Layout (P)"
,,
,,
,,
146,,"Pothulappa Garden, Eramma Layout, MICO Area, Adugodi (P), Pukaraj Layout, Nanjappa Layout, Rangadasappa Layout, Govardhan Nagar, Chandrappa Nagar, Lakasandra, Sattar Layout, Lalji Nagar, V K Rangaswamy Layout, Sampangi Ram Nagar, NIMHANS Staff Quarters, Mahalingeshwar Layout, KMF Area, Chikkalakshmaiah Layout, Gupta Layout (P)"
,,
,,
,,
147,,"Rajendra Nagar, Rajendra Nagar slum, Venkataswamy Reddy layout, Mallappa Reddy layout, Nanjappa Reddy Layout, Koramangala 8th block, K R Nanjappa Layout, NDRI campus, Adugodi (P), Kaveri Sankeerna, Police Quarters, Netravathi 1 to 10 blocks, Nandi Sankeerna 1 to 32 blocks and Tippu blocks, Koramangala 7th block"
,,
,,
,,
148,,"Ejipura, Gowda Muniswamy Garden, Chandra Reddy Layout, Venkappa Garden, Ashwini Layout, Green Leaf Extension, Shinivagilu, Shinivagilu Tank bed layout, A K Colony, National Games Housing Complex"
,,
,,
,,
149,,"Chikka Belanduru, Gunjuru, Pannathur, Varthuru, Surhunise, Khanekandaya, Belanduru Amanikere, Balagere, Gunjuru Palya, Ramaswamy Layout, Ambedkar Colony, Patil Layout, Thimmappa Reddy layout, Manjunath Layout, Madhura Nagar, Varthuru Kere, Narayanappa Layout, Arasahalli."
,,
,,
,,
150,,"Green G line layout, Annaiah Layout, Haraluru, Kaikondahalli, Gayatri Layout, CSB Layout, Blooming Dale layout, KPCL Layout, Jayaramareddy Layout, Junnasandra, Dodda Kannalli, Owner’s Court Layout, Bovi Colony, Amruth Nagar, Eastwood Layout, Royal Classic Layout, Lake view layout, Kasavanahalli, Ambalipura, Bhoganahalli, Devarabeesanahalli, Belanduru, Kariammana Agrahara, Kadubeesanahalli,  Thuberahalli, Ayyappa nagar, PB Layout, Manjunatha Layout, CKB Layout, Veerappa reddy Layout, Bora reddy Layout, Shantiniketana Layout, Patel Layout, Vinayaka Layout, Munekollal, Manjunatha Layout (Near Munekollal) Muneshwara Layout, Sri Venkateshwara Layout, Lakshmi Layout, Rajashree Layout, Gandhi nagar, Ragavendra Layout, Shiridi Sai Nagar, Tigalarapalya, BEML Layout, KPTCL Layout, Janatha Colony, Doddakannali kere."
,,
,,
,,
151,,"K R Garden, Koramangala 6th block, KHB block, Kathali Palya, Koramangala 4th B block, Koramangala 5th and 5th A block, KHB colony, John Nagar, Nirmala block, Mestri Palya, Koramangala 3rd block, Jakkasandra block, Koramangala 1st and 1st A blocks, SBI colony, Koramangala 2nd block"
,,
,,
,,
152,,"Saddugunte palya, Venakateshwar Layout, Kaveri Layout, Bhurappa Layout, Jogi slum, Chikka Adugodi, Bovi Colony, Bharath Nagar, Krishnamurhy Layout, Brindavan Nagar, Ramaiah Garden, Maruthi Nagar, Balaji Nagar, Bharathi Layout, Bhavani Nagar"
,,
,,
,,
153,,"Basavanagudi (P), Kanakanapalya, Jayanagar 1st and 2nd blocks, Jayanagar 3rd East block, RBI Extension, RBI colony, S R Krishnappa Garden"
,,
,,
,,
154,,"Basavanagudi (P), N R Colony, Tata Silk Farm, Tyagaraja Nagar"
,,
,,
,,
155,,"Brindavana Nagar, Gavipuram extension, Gavipuram, Hanumath Nagar (P), Deer Park, Kempambudhi Kere"
,,
,,
,,
156,,"Harishta Nagar, Kalidasa Nagar, Pipeline Weaver’s colony, Banashankari 1st Stage, Muneshwara block, Kallappa block, Srinagar, Dasarahalli (P), Dasarahalli south block, Nagendra block, SBM colony"
,,
,,
,,
157,,"Karithimmanahalli, Raghavendra Nagar, Sanjaya Nagar, Telecom colony, Timber Yard Layout, Venkateshpura, Byatarayanapura, Avalahalli (P)"
,,
,,
,,
158,,"Deepanjali Nagar, Patel Puttanna Industrial Estate, FCI Layout, Roshan Nagar, Muthachary Industrial Estate, Ganapathi Nagar, Avalahalli (P), Veerabhadra Nagar, KEB quarters, Raghavendra Colony"
,,
,,
,,
159,,"Classic County Layout, Gandhi Nagar, Kengeri Satellite Town, Vishveshwraiah Nagar, Basaweshwar Layout, Oddarahalli, Sri Kanteshwar Layout, Kengeri Satellite Town 3rd Stage (P), Krishnappa Garden, Volagarahalli, Muddanna Garden, Harsha Layout, Kengeri, Babasaheb Layout, BSM Extension."
,,
,,
,,
160,,"Pramod House Building Society, Puspagiri Nagar, Bagegowda Layout, P S Reddy Layout, P G D’souza Layout, Muneswara Nagar, Sharad D’souza Layout, Javarayanadoddi, Suryavanshi Layout, Rajarajeshwari Nagar 2nd stage, Kenchanahalli, BHEL Layout, Ideal Homes, Bangarappa Nagar, Durga Nagar, Gurudatha Layout, Sapthagiri Layout, Haridas Nagar, Gottigere Layout, Sudarshan Layout, Gottigere, Halage Vaderahalli, Shivanna Layout, M G Layout, Papayya Layout, Durga Parameshwari Layout, RR Nagar 5th Stage, RR Nagar 3rd stage, BEML Layout, Basaveshwara Layout, Sudarshana Layout, Panchasheela Nagar, University Layout, Kalegowda Layout, Nandadeep Layout, Sachidanand Nagar, Channasandra Layout, Channasandra, Bharat Housing Society layout, Jayanagar Housing Society Layout, Happy Valley Layout, Raja Gardenia, Hosakerehalli kere"
,,
,,
,,
161,,"Banashankari 3rd stage, Hosakerehalli, Dattatreya Nagar, Mookambika Nagar, Vidyhasagar, NCERT, PES Institute of technology"
,,
,,
,,
162,,"Girinagar 1st and 2nd phases, Writers colony, Dasarahalli (P), Nagendra block, Srinivasanagar (P), Banasankari 3rd Stage. 3rd and 5th blocks, Hosakerehalli Layout"
,,
,,
,,
163,,"Srinivasanagar (P), Siddhi Vinayaka Housing colony, Vivekananda Nagar, Poorna Prajna Housing Layout, Banasankari 3rd Stage. 4th, 6th and 8th blocks, Kathriguppe, Siddarth Layout"
,,
,,
,,
164,,"Hanumath Nagar (P), Banasankari 1st stage, Ashok Nagar, Srinivasanagar (P), Gururaja Layout, Banasankari 3rd stage. 6th block, Chennamma kere Layout"
,,
,,
,,
165,,"Banashankari 3rd Stage (p), Banashankari 2nd Stage, Kempegouda Institute Of Medical Science, BNM College."
,,
,,
,,
166,,"JayaNagar 7th Block, National College, Karisandra."
,,
,,
,,
167,,"Byrappa Block, Krishna Block, Tyagaraj Nagar, Shastri Nagar, Yediyur, JayaNagar 6th Block, Gupta Layout, Vijayarangam Layout, City Centre Library."
,,
,,
,,
168,,"Jayanagar 4th Block, Pattabhirama Nagar,4th T Block ( Tilak Nagar), Jayanagar 5th Block."
,,
,,
,,
169,,"Bairasandra Extension, Jayanagar 3rd Block East, Canara Bank Colony, BCC Layout, LIC Colony."
,,
,,
,,
170,,"NAL Layout, URS Colony, Jayanagar 9th Block, KEB Colony, Vysya Bank Colony."
,,
,,
,,
171,,"Bismilla Nagar, Tavarekere, Gurappanapalya, Maruthi HBS Layout, KEB Colony,"
,,
,,
,,
172,,"Tavarekere (P), Madduraman Nagar, Chikka Madivala, Madivala, Dollar Scheme colony, Jai Bheema Nagar, BTM Layout 1st stage, Aicobo Nagar"
,,
,,
,,
173,,"KSRP Quarters, Teachers colony, Jakkasandra, Venkatapura, HSR Layout. Sector 5 (P)"
,,
,,
,,
174,,"HSR Layout 1 to 4 and 6 to 7 sectors,  Sector 5 (P), Vinayaka Nagar, Yellukunte (P), BDA Layout, Parangi Palya, Vanganahalli, CPW quarters, Agara, Ibluru, Agara kere"
,,
,,
,,
175,,"Rupena Agrahara (P), Virat Nagar, Krishna Reddy Layout, Bommanahalli, Shamanna Reddy Layout, Basappa Layout, Seenappa Layout, Muneswara Layout (P), New Reddy Layout, Krishna Layout, Sri M Vishveswaraiah Colony, Rotary Nagar (P)"
,,
,,
,,
176,,"Vysya Bank Colony, MICO Layout, Nainappa Setty playa, BTM Layout 2nd Stage, Someshwar Colony, KAS officers colony, Central Excise and Customs quarters, Madina Nagar, Abbayyappa Layout, Ambedkar slum"
,,
,,
,,
177,,"JP Nagar 2nd Phase, JP Nagar 3rd Phase, JP Nagar 4th Phase (Sarakki Dollar Layout), Shivananda Sharma Memorial RV College."
,,
,,
,,
178,,"Sarakki, JP Nagar 6th Phase, LIC Quarters."
,,
,,
,,
179,,"Jayanagar 8th Block, Jayanagar 5th Block, TMC Layout, J.P.Nagar 1st Phase."
,,
,,
,,
180,,"Teacher’s Colony, Bhavani Nagar, Eshwar Nagar, Vivekanada Colony, Sarabanda Palya, Gangadhar Nagar."
,,
,,
,,
181,,"Kadirenahalli, Bendre Nagar, Kumaraswamy layout 1st and 2nd stage, ISRO layout, Kanakagruha layout, Vsasudha Bhavan, Dayananda Sagar Engineering Collage."
,,
,,
,,
182,,"Kattriguppe 4th phase (P), Padmanabhanagar, RK layout, Brundavana layout, Brigade residency, Rajiv Nagar, Regional Institute of Co-operative management, Syndicate Bank colony, Bharat Housing Society Layout, Gowdanapalya kere"
,,
,,
,,
183,,"Rangappa layout, Kattriguppe 3rd phase, Kattriguppe 4th phase, Chikkallasandra, Kamakya Theatre"
,,
,,
,,
184,,"Hanumagiri Hill, Sriramachandrapur, Naidu Layout, Srisri Nagar, Anjaneyaswamy Layout, AGS Layout, Gaviyappa Thimmayya Layout, Best Club and Appartment, Purnapragna Layout, Hemavathi Layout, Kodipura, Vinayaka Layout, Uttarhalli, Srinivas Colony, Arehalli, Shridini Layout, Vaddarpalya, Simhadri Layout, Patel Munivenkatappa Layout, Vallab Nagar, Friends Colony, Subramanyapura, Saptagiri Layout, Dorai Kere, Rajanna Industries Layout, T Laxmayya Layout, Paramahansa Layout, Yadalam Nagar, Adi Narayan Colony, Bhuvaneshwari Nagar,Vasanthpura, Vinayaka Nagar Layout, Gubbalallu Layout, Huchappanpalya, Maruthi Nagar, Vasanth Vallaba Nagar 2nd Block, Raja Rajeshwari Layout, Jayanagar HBCS Layout, Turahalli, BSK 6th Stage 1st  and 2nd blocks, Veeranjanaya Nagar, Golden Greens Layout, Bharat Housing Co-Operative Society Layout, Mogekere, Gubbalala"
,,
,,
,,
185,,"Ilyas Nagar, Kanaka Nagar, Geeta Colony, Yalchenhalli, Krishnadevaraya Nagar, Kashi Nagar, Anuradha Industrial Estate, Pratiba Industrial Estate, JC Industrial Layout, Bikasipura, Nanjappa Layout, Chandra Nagar."
,,
,,
,,
186,,"Shivananda Nagar, Bheraveshwar Layout, Chikkaswamy Layout, Mahatma Gandhi Layout, Krishnamaraju Layout, Abbareddy Layout, JP Nagar 6th Phase, Govindappa Layout, Honneyappa Layout, Jyothi Layout, Jarganahalli, Sri Swamy Layout, Puttenhalli Kere."
,,
,,
,,
187,,"JP Nagar 5th Phase, Ayodhya Nagar, Ramaswamy Layout, Vinayaka Nagar, Anthappa Layout, Amalodbhavi Nagar (Doreswamypalya), KrishnamRaju Layout, Venkatadri Layout, Sahyadri Layout, Panduranga Nagar, Manjunatha Layout, Laxmi Layout, Arakere, Mico Layout, Bob Layout, Achappa Layout, Baroda Bank Colony, Puttenhalli, Vinayaka Nagar."
,,
,,
,,
188,,"Kuvempu Nagar, BVS Layout, Bilekhalli, Anugrah Layout, IIM, Ragavendra Colony, Sunder Ramshetty Nagar, Shanbogh Nagappa Layout,  Venugopal Layout, BTM Layout 4th Stage, Vijaya Bank Layout, Sri Satya Sai Layout, Doctors Layout, Rotary Nagar, Vijayshree Layout, Vakil Maria Layout, Kodi Chikkanhalli."
,,
,,
,,
189,,"Om Shakti Layout, NR Reddy Layout, Gharebhavipalya, Nandishwar Layout, Muniyappa Layout,  MSR Layout, Munireddy Layout, Hongasandra, Mico Layout,  Chamundi Nagar, SR Naidu Road, Golden Nagar, Kaveri Nagar."
,,
,,
,,
190,,"Mangammanapalya, Madin Nagar, Gangamma Layout, ITI Layout, Priyanka Layout, Muneshwarappa Layout, Bandepalya, Hosapalya, HSR 2nd Sector, Haralukunte, Somasamudrapalya, Muneshwar Layout, Abbayya Layout, Munireddy Layout, Lakshmi Layout,  Raghavendra Layout."
,,
,,
,,
191,,"Chikk Beguru, AECS Layout, SRK Layout Green Garden Layout, Singasandra, Royal Homes Layout, HAL Layout, Vedanthachar Layout, Channakeshava Nagar, Electronic City, Vinayaka Nagar, GK Layout, Royal Country Layout, Sampangi Layout, Purappana Agrahar,  Central Silk Board Employees Layout, Kudlu Veerappa Reddy Layout, Sai Shree Layout, Doctors Layout, Naganathapur, Bhuvaneshwar Layout, Infotech Layout, SMV layout, Kuppendra Reddy Nagar, Lake View Meenakshi layout,"
,,
,,
,,
192,,"Nobo Nagar, K Agrahara, Ramanashree Nagar, ITM Institute of Hotel Management, Suprithi Vinayaka Nagar, Ganapathi Nagar, Indra Prastha Colony, Dodda Kammanahalli, Kamakshi Layout, Lakshmi Layout,  Varalakshmi Layout, Baraten Agrahar, Dodda Thoguru (P),  Chikka Kammmanahalli,  Smiriti Layout, Incity Layout, Thejashiwini Nagar 2nd Phase, Lotus Layout, Canara Bank Layout 2nd Stage, Malisandra, Value City, Akshaya Nagar, DFL Project New Town, Hugi Bande Garden, Classic Layout, Gyanappahalli, Begur, Duo Heights Layout, Chamundi Nagar, Devarachiknahalli, Royal Memorial Layout, Amaloodava Nagar, Mohan Layout, AECS Layout, HAL Layout, MICO Layout, Subhash Nagar, Residential Layout, Devendra Nagar, Viveknanda Nagar, Sushrshurthi Nagar, Basavapura, Marthi Layout, Dreams Paradise Layout, Sudhrashan Nagar, RR Layout, Pragathi Nagar, Chikkathoguru"
,,
,,
,,
193,,"Omkar Nagar, Syndicate Bank Colony, Srinivaslu Layout, Vijayashree Layout, Mutturayaswamy Layout, Janatha Colony, Madhavan Colony, Hulimavu, Muneshwara Colony, Pai Layout, Shanthinikethan Housing Colony, Arakere Layout, BTS Layout, Hanuman Nagar, Arakere, Indira Priyadrshini Colony, Samarat Layout, Vijaya Layout, Jayamaruthi Layout, Sarvabhouma Nagar, Indira Gandhi Housing Colony, Vysya Bank Layout, Pavani Shrungeri Nagar, Shirdi Sai Nagar, Nyanappanhalli,"
,,
,,
,,
194,,"Aditya Nagar, JP Nagar 8th Phase,  Brookes Heaven Layout, Lakshman Layout, Royal Country Layout, JP Nagar 8th Phase 2nd Block, Surbhi Nagar, SATG’s Layout, Nayak Layout, Pavamana Nagar, Rajadhadri Layout, Kotanur Dinne, Venkateshwara Layout, , Bhagya Nagar, IDBI Layout, Meenakshi Layout, Raghavendra Swamy Layout, Bora Layout, Gundappa Laylout. Vidya Sagar Layout, Royal Heritage Layout, Weavers Colony, Gottigere."
,,
,,
,,
195,,"Okshakthi Layout, Puttenahalli, Raghavendra Nagar, Eshwara Layout, RBI Colony, Nataraj Layout, Santhrupti Layout, Muniswamy Layout, Sun City Layout, South City Layout, Raghavendra Layout, Sai Enclave, Aradhana Layout, MS Ramaiah City, Kottanur Village, Krishna Nagar, Maruthi Nagar, Shreyas Colony, Navodhaya Nagar, Poornima Nagar, Nrupathunga Layout, Sankranti Layout, Gourava Nagar, JP Nagar 7th Phase, Annaporneshwari Nagar, Srinidhi Layout, Mysore Bank Colony, New Bank Colony, Chunchugatta, Patel Narayanswamy Layout, Mahendra Singh Layout, Konankunte."
,,
,,
,,
196,,"Soudhamini Layout, Muneshwar Nagar, Avalahalli Colony, Vishaweshavaraiah Industrial Layout, Bank Officers Layout, BDA Layout, RB Raj Nagar, JP Nagar 9th Phase, Anjnapura, Anjnapura 2nd & 3rd Block, Anjnapura 7th 8th 10th&11th Block, Anjnapura Township 8th Block, Anjanpura, 4th, 5th, 5th G 6th Block, Jethendra Nagar, Kidwai Layout, Classic Layout, BDA Layout, Lakshmi Dorai Layout, Meenakshi Residency Layout, Galaxy Layout, South Avenue Residency Layout."
,,
,,
,,
197,1,"Sarvabhouma Nagar, KSRTC Layout, Gaundanapalya (P), Canara Bank Colony, Chikallasandra (P)"
197,2,"Maruthi Housing Society Layout, Devarakere Extension, Vittal Nagar, Vasanthpura, Prashanthi Nagar, Sharada Nagar, VV Nagar, Gokul Nagar, Vallabha Nagar, Kuvempu Nagar, Kailash Nagar, Naidu Layout, Siddanna Layout, Ganapathipura, Munireddy Layout, Doddakallasandra, Ayappa Nagar, HBCS 2nd Block, BDA Employees Layout"
,,
,,
198,,"Kengeri Upanagar(p), BEML Layout, Mailsandra, BHEL Layout, Patanagere, Remco Housing Society, BHEL 2nd Stage, Sri Krishna Garden, BEML Layout 7th Stage, Kodipalya, Sunkalpalya, Srinivaspur, BSK 6th Stage 11th Block, Meenakshi Residency Layout, Annapurneshwari Layout, BSK 6th Stage 9th And 10th Block, BSK 6th Stage 2nd Block, BSK 6th Stage 7th  Block, Omkar Layout, BSK 6th Stage 4th  Block, Aditya Layout, Sunilmitra Layout, Sri Balgi Layout,  BCMEHS Layout, Bank Officers Layout, BCMC Layout, Vajrahalli, BCC Layout, Pearl Garden, Paramount Garden, Thalghattapura, Judicial Layout 2nd Stage, Hemegepura."
